sOccupation,cJobTitle
409,Machine Operator (Bleaching (Textiles))
399,Machine Operator (Blending (Chemical And Related Processes))
414,Machine Operator (Blending (Coffee))
414,Machine Operator (Blending (Spirits))
414,Machine Operator (Blending (Tea))
406,Machine Operator (Blending (Textile Fibres))
414,Machine Operator (Blending (Tobacco))
414,Machine Operator (Blending (Wine))
413,Machine Operator (Blocking (Hats))
419,Machine Operator (Blowing (Glass))
403,Machine Operator (Blowing (Plastic Bottle))
397,Machine Operator (Bluing (Metal))
342,Machine Operator (Boiler Production)
362,Machine Operator (Bookbinding)
342,Machine Operator (Boring (Metal))
417,Machine Operator (Boring (Wood))
421,Machine Operator (Bottling)
413,Machine Operator (Braid Making)
421,Machine Operator (Branding)
414,Machine Operator (Bread Production)
414,Machine Operator (Brewing (Spirits))
342,Machine Operator (Buffing (Metal))
403,Machine Operator (Buffing (Plastics))
342,Machine Operator (Burnishing (Metal))
342,Machine Operator (Cable (Production))
436,Machine Operator (Cable Installation)
399,Machine Operator (Candle Production)
414,Machine Operator (Canning (Fish))
414,Machine Operator (Canning (Fruit))
414,Machine Operator (Canning (Meat))
414,Machine Operator (Canning (Vegetables))
421,Machine Operator (Capping)
416,Machine Operator (Cardboard Production)
404,Machine Operator (Cardboard Products)
407,Machine Operator (Carpet Production)
403,Machine Operator (Carving (Plastics))
394,Machine Operator (Carving (Stone Products))
379,Machine Operator (Carving (Wood))
394,Machine Operator (Cast-Concrete Products)
396,Machine Operator (Casting (Metal))
403,Machine Operator (Casting (Plastic Products))
419,Machine Operator (Casting (Pottery And Porcelain))
361,Machine Operator (Casting (Printing Type))
394,Machine Operator (Cast-Stone Products)
403,Machine Operator (Cellophane Bag Production)
394,Machine Operator (Cement Products)
396,Machine Operator (Centrifugal Casting (Cylindrical Metal Products))
419,Machine Operator (Ceramics Production)
414,Machine Operator (Cereal Products)
391,Machine Operator (Channelling (Mine))
399,Machine Operator (Charcoal Production)
417,Machine Operator (Chipping (Wood))
399,Machine Operator (Chlorine Gas Production)
414,Machine Operator (Chocolate Production)
414,Machine Operator (Chocolate Products)
414,Machine Operator (Cigar Production)
414,Machine Operator (Cigarette Production)
419,Machine Operator (Clay Slips Production)
342,Machine Operator (Clock (Production))
407,Machine Operator (Cloth Production)
399,Machine Operator (Coal Gas Production)
397,Machine Operator (Coating (Metal))
416,Machine Operator (Coating (Paper))
402,Machine Operator (Coating (Rubber))
397,Machine Operator (Coating (Wire))
414,Machine Operator (Cocoa-Bean Processing)
414,Machine Operator (Coffee-Bean Processing)
399,Machine Operator (Coke Production)
406,Machine Operator (Combing (Fibres))
342,Machine Operator (Commutator (Production))
399,Machine Operator (Compounding (Chemical And Related Processes))
402,Machine Operator (Compounding (Rubber))
403,Machine Operator (Compression Moulding (Plastics))
414,Machine Operator (Conching (Chocolate))
394,Machine Operator (Concrete Production)
414,Machine Operator (Confectionery Production)
414,Machine Operator (Continuous Refining (Sugar))
396,Machine Operator (Continuous Rod Casting (Non-Ferrous Metal))
334,Machine Operator (Core-Blowing)
334,Machine Operator (Coremaking (Metal))
334,Machine Operator (Coremaking (Tube))
407,Machine Operator (Crocheting)
399,Machine Operator (Crushing (Chemical And Related Processes))
392,Machine Operator (Crushing (Coal))
392,Machine Operator (Crushing (Mineral Ore))
392,Machine Operator (Crushing (Rock))
392,Machine Operator (Crushing (Stone))
414,Machine Operator (Curing (Meat))
413,Machine Operator (Cutting (Garments))
419,Machine Operator (Cutting (Glass))
394,Machine Operator (Cutting (Industrial Diamonds))
410,Machine Operator (Cutting (Leather))
342,Machine Operator (Cutting (Metal))
391,Machine Operator (Cutting (Mine))
394,Machine Operator (Cutting (Mosiac))
404,Machine Operator (Cutting (Paper-Boxes))
403,Machine Operator (Cutting (Plastics))
394,Machine Operator (Cutting (Stone Products))
392,Machine Operator (Cutting (Stone))
413,Machine Operator (Cutting (Textiles))
414,Machine Operator (Cutting (Tobacco Leaf))
417,Machine Operator (Cutting (Veneer))
417,Machine Operator (Cutting (Wood))
414,Machine Operator (Dairy Products)
397,Machine Operator (Degreasing (Metal))
409,Machine Operator (Degumming (Silk))
410,Machine Operator (Dehairing (Hide))
414,Machine Operator (Dehydrating (Foodstuffs))
399,Machine Operator (Detergent Production)
400,Machine Operator (Developing (Motion Picture Film))
400,Machine Operator (Developing (Photography))
396,Machine Operator (Die Casting (Non-Ferrous Metal))
397,Machine Operator (Dipping (Metal))
414,Machine Operator (Distilling (Spirits))
406,Machine Operator (Doubling (Thread And Yarn))
435,Machine Operator (Drain Installation)
419,Machine Operator (Drawing (Glass))
396,Machine Operator (Drawing (Metal))
396,Machine Operator (Drawing (Seamless Pipe))
396,Machine Operator (Drawing (Seamless Tube))
396,Machine Operator (Drawing (Wire))
406,Machine Operator (Drawing-Frame (Textile Fibres))
407,Machine Operator (Drawing-In (Textile Weaving))
419,Machine Operator (Drilling (Glass))
342,Machine Operator (Drilling (Metal))
391,Machine Operator (Drilling (Mine))
403,Machine Operator (Drilling (Plastics))
419,Machine Operator (Drilling (Pottery))
391,Machine Operator (Drilling (Quarry))
392,Machine Operator (Drilling (Stone))
379,Machine Operator (Drilling (Wood))
412,Machine Operator (Dry-Cleaning)
414,Machine Operator (Drying (Foodstuffs))
412,Machine Operator (Drying (Laundry))
409,Machine Operator (Drying (Textiles))
409,Machine Operator (Dyeing (Fabric))
409,Machine Operator (Dyeing (Garments))
409,Machine Operator (Dyeing (Textile Fibres))
409,Machine Operator (Dyeing (Textile))
409,Machine Operator (Dyeing (Yarn))
414,Machine Operator (Edible Nut Processing)
414,Machine Operator (Edible Oil Production)
436,Machine Operator (Electrical Line Installation)
397,Machine Operator (Electroplating (Metal))
362,Machine Operator (Embossing (Books))
404,Machine Operator (Embossing (Paper))
402,Machine Operator (Embossing (Rubber))
408,Machine Operator (Embroidery)
419,Machine Operator (Engraving (Glass))
342,Machine Operator (Engraving (Metal))
394,Machine Operator (Engraving (Stone))
379,Machine Operator (Engraving (Wood))
400,Machine Operator (Enlarging (Photography))
404,Machine Operator (Envelope And Paper Bag Production)
419,Machine Operator (Etching (Glass))
342,Machine Operator (Etching (Metal))
403,Machine Operator (Etching (Plastics))
379,Machine Operator (Etching (Wood))
399,Machine Operator (Explosive Production)
396,Machine Operator (Extruding (Metal))
402,Machine Operator (Extruding (Rubber))
403,Machine Operator (Extrusion (Plastic))
399,Machine Operator (Fertiliser Production)
406,Machine Operator (Fibre Preparing)
421,Machine Operator (Filling (Containers))
400,Machine Operator (Film Developing)
400,Machine Operator (Film Paper Production)
397,Machine Operator (Finishing (Cast Metal Articles))
394,Machine Operator (Finishing (Concrete))
419,Machine Operator (Finishing (Glass))
397,Machine Operator (Finishing (Metal))
410,Machine Operator (Finishing (Pelt))
403,Machine Operator (Finishing (Plastics))
394,Machine Operator (Finishing (Stone))
379,Machine Operator (Finishing (Wood))
399,Machine Operator (Fireworks Production)
414,Machine Operator (Fish Processing)
414,Machine Operator (Fish Products)
342,Machine Operator (Flamecutting (Metal))
410,Machine Operator (Fleshing (Hide))
410,Machine Operator (Fleshing (Pelt))
404,Machine Operator (Folding (Paper Boxes))
411,Machine Operator (Footwear Production (Orthopaedic))
411,Machine Operator (Footwear Production (Raffia))
411,Machine Operator (Footwear Production (Sports))
411,Machine Operator (Footwear Production)
342,Machine Operator (Forging (Metal))
413,Machine Operator (Forming (Felt Hoods))
342,Machine Operator (Forming (Metal))
414,Machine Operator (Freezing (Dairy Products))
414,Machine Operator (Freezing (Fish))
414,Machine Operator (Freezing (Fruit))
414,Machine Operator (Freezing (Meat))
414,Machine Operator (Freezing (Vegetables))
414,Machine Operator (Fruit Juice Production)
414,Machine Operator (Fruit Processing)
410,Machine Operator (Fur Preparing)
379,Machine Operator (Furniture Production)
397,Machine Operator (Galvanising (Metal))
419,Machine Operator (Glass Bottle Production)
419,Machine Operator (Glass Production)
419,Machine Operator (Glass Products)
419,Machine Operator (Glass Rod Production)
419,Machine Operator (Glass Tube Production)
419,Machine Operator (Glass-Fibre Production)
419,Machine Operator (Glaze Production)
414,Machine Operator (Grain Processing)
399,Machine Operator (Grinding (Chemical And Related Processes))
419,Machine Operator (Grinding (Clay))
419,Machine Operator (Grinding (Glass))
419,Machine Operator (Grinding (Glaze))
342,Machine Operator (Grinding (Machine-Tool))
342,Machine Operator (Grinding (Metal))
403,Machine Operator (Grinding (Plastics))
392,Machine Operator (Grinding (Stone))
342,Machine Operator (Grinding (Tool))
399,Machine Operator (Halogen Gas Production)
413,Machine Operator (Hat Making)
410,Machine Operator (Hide Processing)
445,Machine Operator (High Pressure Cleaning)
342,Machine Operator (Honing (Metal))
414,Machine Operator (Hulling (Grain))
414,Machine Operator (Husking (Grain))
399,Machine Operator (Hydrogen Gas Production)
152,Machine Operator (Ice Production)
394,Machine Operator (Industrial-Diamond Production)
403,Machine Operator (Injection Moulding (Plastics))
342,Machine Operator (Jewellery (Production))
407,Machine Operator (Knitting)
421,Machine Operator (Labelling)
407,Machine Operator (Lace Production)
397,Machine Operator (Laminating (Metal))
403,Machine Operator (Laminating (Plastics))
342,Machine Operator (Lapping (Metal))
406,Machine Operator (Lapping (Ribbon))
406,Machine Operator (Lapping (Sliver))
406,Machine Operator (Lapping (Textile Fibres))
412,Machine Operator (Laundering)
412,Machine Operator (Laundry)
396,Machine Operator (Lead Production)
410,Machine Operator (Leather Preparing)
410,Machine Operator (Leather Sewing)
404,Machine Operator (Lining (Cardboard))
399,Machine Operator (Linoleum Production)
414,Machine Operator (Liqueur Production)
342,Machine Operator (Machine Tool)
392,Machine Operator (Magnetic Ore Processing)
414,Machine Operator (Malting (Spirits))
414,Machine Operator (Margarine Processing)
421,Machine Operator (Marking (Goods))
379,Machine Operator (Marking (Wood))
399,Machine Operator (Match Production)
413,Machine Operator (Mattress Production)
414,Machine Operator (Meat Processing)
414,Machine Operator (Meat Products)
396,Machine Operator (Metal Processing)
342,Machine Operator (Metal Products)
414,Machine Operator (Milk Powder Production)
414,Machine Operator (Milk Processing)
399,Machine Operator (Milling (Chemical And Related Processes))
414,Machine Operator (Milling (Grain))
342,Machine Operator (Milling (Metal))
392,Machine Operator (Milling (Minerals))
414,Machine Operator (Milling (Mustard Seeds))
414,Machine Operator (Milling (Oil-Seed))
414,Machine Operator (Milling (Rice))
402,Machine Operator (Milling (Rubber))
414,Machine Operator (Milling (Spices))
392,Machine Operator (Milling (Stone))
417,Machine Operator (Milling (Wood))
392,Machine Operator (Mineral Processing)
394,Machine Operator (Mineral Products)
391,Machine Operator (Mining (Continuous))
342,Machine Operator (Minting (Metal))
419,Machine Operator (Mixing (Abrasives))
399,Machine Operator (Mixing (Chemical And Related Processes))
419,Machine Operator (Mixing (Clay))
410,Machine Operator (Mixing (Fur Fibre))
419,Machine Operator (Mixing (Glass))
419,Machine Operator (Mixing (Glaze))
396,Machine Operator (Mixing (Metal))
419,Machine Operator (Moulding (Glass))
342,Machine Operator (Moulding (Metal))
403,Machine Operator (Moulding (Plastics))
402,Machine Operator (Moulding (Rubber))
402,Machine Operator (Moulding (Tyres))
342,Machine Operator (Needle Production)
407,Machine Operator (Net Production)
414,Machine Operator (Noodle Production)
342,Machine Operator (Nut Production (Metal))
421,Machine Operator (Packing)
419,Machine Operator (Painting (Ceramics))
419,Machine Operator (Painting (Glass))
397,Machine Operator (Painting (Metal))
377,Machine Operator (Painting (Wood))
404,Machine Operator (Paper Box Production)
404,Machine Operator (Paper Products)
404,Machine Operator (Paperboard Products)
416,Machine Operator (Papermaking)
414,Machine Operator (Pasta Production)
414,Machine Operator (Pasteurising (Dairy Products))
414,Machine Operator (Pasteurising (Milk))
414,Machine Operator (Pastry Production)
413,Machine Operator (Pattern-Making (Fur))
413,Machine Operator (Pattern-Making (Leather))
413,Machine Operator (Pattern-Making (Textile))
410,Machine Operator (Pelt Processing)
422,Machine Operator (Pencil Production)
399,Machine Operator (Pharmaceutical Products)
400,Machine Operator (Photographic Film Developing)
400,Machine Operator (Photographic Film Production)
400,Machine Operator (Photographic Film)
400,Machine Operator (Photographic Paper Production)
400,Machine Operator (Photographic Plate Production)
400,Machine Operator (Photographic Products)
361,Machine Operator (Photo-Typesetting)
435,Machine Operator (Pipe Installation)
342,Machine Operator (Pipe Production (Metal))
342,Machine Operator (Planing (Metal))
392,Machine Operator (Planing (Stone))
379,Machine Operator (Planing (Wood))
403,Machine Operator (Plastic Cable Making)
403,Machine Operator (Plastic Products)
403,Machine Operator (Plastics Production)
419,Machine Operator (Plating (Glass))
397,Machine Operator (Plating (Metal))
397,Machine Operator (Plating (Wire))
417,Machine Operator (Plywood Core Laying)
419,Machine Operator (Polishing (Glass Lens))
419,Machine Operator (Polishing (Glass))
394,Machine Operator (Polishing (Industrial Diamond))
397,Machine Operator (Polishing (Metal))
419,Machine Operator (Polishing (Plate-Glass))
394,Machine Operator (Polishing (Stone))
379,Machine Operator (Polishing (Wood))
403,Machine Operator (Polythene Bag Production)
419,Machine Operator (Pottery And Porcelain Production)
396,Machine Operator (Pouring (Metal))
342,Machine Operator (Precision Grinding (Metal))
414,Machine Operator (Preserving (Fish))
414,Machine Operator (Preserving (Fruit))
414,Machine Operator (Preserving (Meat))
414,Machine Operator (Preserving (Vegetables))
419,Machine Operator (Pressing (Glass))
412,Machine Operator (Pressing (Laundry))
400,Machine Operator (Printing (Black And White Photography))
400,Machine Operator (Printing (Colour Photography))
361,Machine Operator (Printing (Textiles))
361,Machine Operator (Printing)
416,Machine Operator (Pulping (Wood))
399,Machine Operator (Pulverising (Chemical And Related Processes))
392,Machine Operator (Pulverising (Minerals))
342,Machine Operator (Reaming (Metal))
402,Machine Operator (Rebuilding (Tyres))
406,Machine Operator (Reeling (Thread And Yarn))
396,Machine Operator (Refining (Metal))
414,Machine Operator (Refining (Oils And Fats))
414,Machine Operator (Refining (Sugar))
342,Machine Operator (Rivet Production)
342,Machine Operator (Riveting)
419,Machine Operator (Rolling (Plate-Glass))
406,Machine Operator (Roving-Frame (Textile Fibres))
402,Machine Operator (Rubber Processing)
402,Machine Operator (Rubber Products)
402,Machine Operator (Rubber Stamp Production)
342,Machine Operator (Sawing (Metal))
392,Machine Operator (Sawing (Stone))
417,Machine Operator (Sawing (Wood))
421,Machine Operator (Sealing)
377,Machine Operator (Seasoning (Wood))
408,Machine Operator (Sewing)
342,Machine Operator (Shaping (Metal))
417,Machine Operator (Shaping (Wood))
342,Machine Operator (Sharpening (Metal))
417,Machine Operator (Shaving (Wood))
342,Machine Operator (Shearing (Metal))
411,Machine Operator (Shoe Production)
397,Machine Operator (Shotblasting (Metal))
409,Machine Operator (Shrinking (Textiles))
422,Machine Operator (Silicon Chip Production)
409,Machine Operator (Silk Weighting)
406,Machine Operator (Skeining (Thread And Yarn))
414,Machine Operator (Soft-Drinks Production)
342,Machine Operator (Spinning (Metal))
406,Machine Operator (Spinning (Synthetic Fibre))
406,Machine Operator (Spinning (Thread And Yarn))
422,Machine Operator (Splicing (Cable And Rope))
392,Machine Operator (Splitting (Stone))
406,Machine Operator (Spooling (Thread And Yarn))
342,Machine Operator (Sports Equipment (Metal))
379,Machine Operator (Sports Equipment (Wood))
397,Machine Operator (Spraying (Metal))
410,Machine Operator (Staining (Leather))
414,Machine Operator (Sterilising (Fish))
414,Machine Operator (Sterilising (Fruit))
414,Machine Operator (Sterilising (Meat))
414,Machine Operator (Sterilising (Vegetables))
392,Machine Operator (Stone Cutting Or Processing)
394,Machine Operator (Stone Products)
414,Machine Operator (Stripping (Tobacco-Leaf))
414,Machine Operator (Sugar Production)
399,Machine Operator (Synthetic-Fibre Production)
410,Machine Operator (Tanning)
414,Machine Operator (Tea-Leaf Processing)
419,Machine Operator (Tempering (Glass))
396,Machine Operator (Tempering (Metal))
377,Machine Operator (Tempering (Wood))
413,Machine Operator (Tent Making)
406,Machine Operator (Textile Fibre Preparing)
407,Machine Operator (Threading (Loom))
414,Machine Operator (Tobacco Processing)
414,Machine Operator (Tobacco Products)
399,Machine Operator (Toiletry Products)
342,Machine Operator (Tool Production)
342,Machine Operator (Toy Production (Metal))
379,Machine Operator (Toy Production (Wood))
377,Machine Operator (Treating (Wood))
406,Machine Operator (Twining (Thread And Yarn))
406,Machine Operator (Twisting (Thread And Yarn))
402,Machine Operator (Tyre Production)
414,Machine Operator (Vegetable Juice Production)
414,Machine Operator (Vegetable Processing)
424,Machine Operator (Vehicle Assembly)
414,Machine Operator (Vinegar Making)
402,Machine Operator (Vulcanising (Rubber Goods))
402,Machine Operator (Vulcanising (Tyres))
407,Machine Operator (Warping Beam (Textile Weaving))
421,Machine Operator (Washing (Bottles))
414,Machine Operator (Washing (Carcasses))
399,Machine Operator (Washing (Chemical And Related Materials))
409,Machine Operator (Washing (Cloth))
414,Machine Operator (Washing (Fruit))
410,Machine Operator (Washing (Hide))
412,Machine Operator (Washing (Laundry))
392,Machine Operator (Washing (Minerals))
406,Machine Operator (Washing (Textile Fibres))
414,Machine Operator (Washing (Vegetables))
409,Machine Operator (Washing (Yarn))
342,Machine Operator (Watch Production)
445,Machine Operator (Water Blasting)
409,Machine Operator (Waterproofing (Cloth))
409,Machine Operator (Waterproofing (Fabric))
409,Machine Operator (Waterproofing (Textiles))
407,Machine Operator (Weaving (Carpets))
407,Machine Operator (Weaving (Fabrics))
407,Machine Operator (Weaving (Jacquard))
407,Machine Operator (Weaving (Laces))
407,Machine Operator (Weaving)
335,Machine Operator (Welding (Metal))
425,Machine Operator (Winding (Armature))
425,Machine Operator (Winding (Coil))
425,Machine Operator (Winding (Filament))
425,Machine Operator (Winding (Rotor Coil))
425,Machine Operator (Winding (Stator Coil))
406,Machine Operator (Winding (Thread And Yarn))
425,Machine Operator (Winding (Transformer Coil))
335,Machine Operator (Wire Goods Production)
342,Machine Operator (Wiring (Electric))
416,Machine Operator (Wood Grinding (Pulpmaking))
417,Machine Operator (Wood Processing)
379,Machine Operator (Wood Products)
379,Machine Operator (Woodworking)
421,Machine Operator (Wrapping)
343,Machine Tool Grinder
347,Machine Tool Mechanic
342,Machine Tool Operator
342,Machine Tool Setter
342,Machine Tool Setter-Operator
424,Machine-Tool Assembler
347,Machine-Tool Fitter
123,Macroeconomist
138,Magician
119,Magistrate
164,Magnetic Resonance Imaging Technician
164,Magnetic Resonance Imaging Technologist
459,Mahout
246,Mail Clerk
23,Mail Operations Manager
430,Mail Van Driver
246,Mailman
34,Mail-Order Store Manager
246,Mailwoman
329,Mains Pipes Layer-Jointer
453,Maintenance Labourer
453,Maintenance Labourer (Dams)
453,Maintenance Labourer (Roads)
323,Maintenance Worker (Building)
450,Maintenance Worker (Gardening)
256,Maitre D'Hotel
296,Maize Farmer
296,Maize Farmer (Market Production)
313,Maize Farmer (Subsistence Farming)
259,Make-Up Artist
389,Malaria Control Sprayer
414,Malting Steeper
414,Maltster
42,Mammalogist
164,Mammographer
164,Mammography Technician
96,Management Accountant
100,Management Analyst
100,Management Consultant
477,Managing Director
259,Manicurist
76,Manipulative  Therapist
277,Mannequin
264,Man's Companion
264,Manservant
332,Manufactured Articles Painter
332,Manufactured Articles Spray-Painter
332,Manufactured Articles Varnisher
20,Manufacturer
46,Manufacturing Engineer
456,Manufacturing Labourer
456,Manufacturing Loader
20,Manufacturing Manager
187,Manufacturing Salesperson
456,Manufacturing Stacker
61,Map Maker
297,Maple Tapper (Syrup)
320,Marble Polisher
325,Marble Setter
281,Marina Attendant
49,Marine Architect
42,Marine Biologist
145,Marine Draughtsperson
49,Marine Engineer
329,Marine Pipe  Fitter
52,Marine Salvage Engineer
160,Marine Superintendent (Deck)
159,Marine Superintendent (Technical)
142,Marine Surveyor
104,Market Analyst (Research)
104,Market Consultant (Research)
298,Market Gardener
298,Market Gardening Worker (Skilled)
298,Market Grower (Gardening)
237,Market Research Interviewer
237,Market Research Supervisor (Interviewing)
237,Market Research Surveyor
104,Market Researcher
237,Market Researcher (Cold Calling)
237,Market Researcher (Interviewing Or Conducting Surveys)
237,Market Researcher (Telephone)
269,Market Salesperson
282,Market Salesperson (Food Service)
269,Market Stallholder
269,Market Vendor
104,Marketing Consultant
14,Marketing Director
14,Marketing Manager
104,Marketing Specialist
435,Marking Equipment Operator (Roads)
378,Marquetry Inlayer
127,Marriage Counsellor
127,Marriage Therapist
210,Martial Arts Trainer
176,Massage Therapist
176,Masseur
176,Masseuse
322,Mast And Spar Maker (Wood)
83,Master (Secondary Education)
456,Material Handler (Manufacturing)
52,Materials Engineer
184,Mathematical Assistant
41,Mathematician
94,Mathematics Coach (Private Tuition)
94,Maths Tutor (Private Tuition)
381,Mattress Cutter
383,Mattress Maker
382,Mattress Sewer
381,Mattresses Patternmaker
128,Maulana
73,Maxillofacial Surgeon
5,Mayor
371,Meat Boner
371,Meat Curer
371,Meat Cutter
371,Meat Dresser
375,Meat Grader
178,Meat Inspector
371,Meat Pickler
460,Meat Porter
371,Meat Salter
371,Meat Trimmer
145,Mechanical Draughtsperson
49,Mechanical Engineer
424,Mechanical Machinery Assembler
345,Mechatronician
49,Mechatronics Engineer
345,Mechatronics Repairer
142,Mechatronics Technician (Engineering)
345,Mechatronics Technician (Servicing Motor Vehicles)
130,Media Correspondent
130,Media Interviewer
130,Media Reporter
26,Medical Administrator
70,Medical Assistant (Diagnosing And Treating Patients)
174,Medical Assistant (Family Planning)
177,Medical Assistant (Helping Doctor)
64,Medical Consultant (General Practice)
65,Medical Consultant (Specialist Physician)
65,Medical Consultant (Specialist)
26,Medical Director
64,Medical Doctor (General)
65,Medical Doctor (Specialist)
289,Medical Imaging Assistant
164,Medical Imaging Technologist
199,Medical Insurance Billing Secretary
64,Medical Intern
65,Medical Intern (In Specialist Training)
199,Medical Laboratory Secretary
165,Medical Laboratory Technician
236,Medical Office Receptionist
64,Medical Officer (General)
65,Medical Officer (Specialist)
65,Medical Pathologist
212,Medical Photographer
37,Medical Physicist
199,Medical Practice Manager
64,Medical Practitioner
64,Medical Practitioner (Family)
65,Medical Practitioner (Specialist (Public Health))
164,Medical Radiation Therapist
164,Medical Radiographer (Diagnostic)
164,Medical Radiography Equipment Operator
164,Medical Radiography Equipment Technician
173,Medical Records Analyst
173,Medical Records Technician
173,Medical Records Unit Supervisor
64,Medical Registrar (General Medicine)
65,Medical Registrar (Specialist)
42,Medical Researcher
64,Medical Resident (General Medicine)
65,Medical Resident (Specialist)
156,Medical Science Technician
42,Medical Scientist
199,Medical Secretary
65,Medical Specialist
199,Medical Stenographer
65,Medical Surgeon
199,Medical Transcriptionist
164,Medical Ultrasound Operator
164,Medical Ultrasound Technician
164,Medical X-Ray Equipment Operator
164,Medical X-Ray Equipment Technician
207,Mental Health Support  Worker
461,"Merchandise Assistant (Filling Shelf, Fridge Or Freezer)"
188,Merchandise Purchaser
436,Merry-Go-Round Operator
255,Mess Cook
256,Mess Steward
256,Mess Stewardess
472,Messages Runner
472,Messenger
472,Messenger Boy
472,Messenger Girl
341,Metal  Patternmaker
346,Metal Airframe Erector
397,Metal Articles Dipper
397,Metal Articles Enameller
343,Metal Bluer
342,Metal Borer
343,Metal Buffer
343,Metal Burnisher
340,Metal Caster
334,Metal Casting Moulder
343,Metal Cleaner
360,Metal Die Engraver (Printing)
342,Metal Driller
343,Metal Finisher
340,Metal Former
343,Metal Grinder
396,Metal Ladler
342,Metal Machinist
341,Metal Marker
332,Metal Painter
337,Metal Plate Bender
360,Metal Plate Engraver (Printing)
343,Metal Polisher
426,Metal Products Assembler (Except Mechanical)
396,Metal Refiner
360,Metal Roller Engraver (Printing)
324,Metal Roofer
337,Metal Shipwright
342,Metal Spinner
332,Metal Sprayer
358,Metal Toymaker
342,Metal Turner
332,Metal Varnisher
343,Metal Wheel-Grinder
144,Metallurgical Technician
51,Metallurgist
51,Metallurgist-Assayer
21,Metallurgy Manager
144,Metallurgy Technician
342,Metalworking Machine Setter
342,Metalworking Machine Setter-Operator
347,Metalworking Machinery Fitter
38,Meteorologist
139,Meteorology Technician
474,Meter Reader
474,Meter-Reader
46,Methods Engineer
427,Metropolitan Railway Driver
23,Metropolitan Railway Station Manager
133,Mezzo-Soprano
42,Microbiologist
425,Microelectronics Equipment Assembler
40,Micropalaeontologist
221,Microphone Operator
212,Microphotographer
212,Microphotography Photographer
1,Midshipman
68,Midwife Educator
68,Midwife Practitioner
287,Midwifery Assistant (Clinic Or Hospital)
287,Midwifery Attendant (Clinic Or Hospital)
288,Midwifery Attendant (Home Birth)
42,Midwifery Researcher
90,Migrant Education Teacher
301,Milk Farmer
301,Milker
301,Milkmaid
399,Mill Operator (Chemical And Related Processes)
380,Milliner
342,Milling Machine Setter-Operator (Metal Working)
347,Millwright
245,Mimeographer
436,Mine Banksman
436,Mine Bankswoman
391,Mine Clipper
147,Mine Deputy
365,Mine Electrician
144,Mine Inspector
21,Mine Manager
436,Mine Onsetter
147,Mine Overman
147,Mine Overseer
147,Mine Overwoman
391,Mine Piler
144,Mine Sampler
147,Mine Supervisor
61,Mine Surveyor
147,Mine Under-Manager
391,Miner
40,Mineralogist
392,Mineral-Processing Plant Operator
132,Miniatures Painter
391,Mining Driller
51,Mining Engineer
391,Mining Labourer
424,Mining Machinery Assembler
347,Mining Machinery Fitter
347,Mining Machinery Mechanic
347,Mining Machinery Repairer
21,Mining Manager
391,Mining Plant Operator
147,Mining Supervisor
147,Mining Technical Officer
354,Mirror Silverer
3,Missile Number (Army)
128,Missionary
83,Mistress (Secondary Education)
299,Mixed Crop Farmer
299,Mixed Crop Farmer (Market Production)
313,Mixed Crop Farmer (Subsistence Farming)
305,Mixed Farmer (Market Production)
315,Mixed Farmer (Subsistence)
305,Mixed Farming Farmer
301,Mixed-Animal Farmer
301,Mixed-Animal Farmer (Market Production)
314,Mixed-Animal Farmer (Subsistence Farming)
378,Model Maker (Wooden)
42,Molecular Biologist
42,Molecular Geneticist
227,Money Changer
229,Money Lender
229,Money-Lender
208,Monk
427,Monorail Driver
360,Monotyper
128,Monsignor
320,Monument Carver-Setter
320,Monumental Mason
345,Moped Repairer
131,Morphologist
222,Morse Code Operator
181,Mortgage Broker
240,Mortgage Clerk
182,Mortgage Officer
182,Mortgage Writer
182,Mortgages Underwriter
265,Mortician
379,Morticing Woodworker
325,Mosaic Cutter-Setter
32,Motel Manager
128,Mother Superior
221,Motion Picture Cameraman
221,Motion Picture Camerawoman
135,Motion Picture Director
331,Motion Picture Set Painter
135,Motion Producer (Picture)
432,Motor Bus Driver
430,Motor Car Driver
432,Motor Coach Driver
429,Motor Cycle Driver
209,Motor Cycle Racer
429,Motor Cycle Rider
209,Motor Cycle Rider (Racing)
49,Motor Designer
54,Motor Designer (Electrical)
429,Motor Tricycle Driver
345,Motor Truck Mechanic
365,Motor Vehicle Electrician
345,Motor Vehicle Engine And Fuel Systems Service Technician
345,Motor Vehicle Mechanic
345,Motor Vehicle Mechatronics Service Technician
345,Motor Vehicle Repairer
345,Motor Vehicle Service Technician
430,Motor-Car Chauffeur
429,Motorcycle Courier
429,Motorcycle Deliverer
345,Motorcycle Mechanic
429,Motorcycle Messenger
429,Motorcyclist
434,Motorised Farm Equipment Operator
434,Motorised Forestry Equipment Operator
345,Motorized Tricycle Mechanic
49,Motors And Engines Engineer (Mechanical)
399,Moulding Equipment Operator (Toiletries)
80,Movement Therapist
450,Mowing Contractor
164,Mri Technician
164,Mri Technologist
208,Muezzin
128,Mufti
128,Mullah
362,Multibinder Operator
62,Multimedia Author
62,Multimedia Designer
110,Multimedia Developer
110,Multimedia Programmer
110,Multimedia Specialist
209,Muscles Bodybuilder
121,Museum Curator
254,Museum Educator
293,Museum Guard
254,Museum Guide
31,Museum Manager
214,Museum Technician
298,Mushroom Cultivator
298,Mushroom Grower
133,Music Arranger
133,Music Arranger
133,Music Composer
133,Music Conductor
360,Music Printing Engraver
91,Music Teacher (Private Tuition)
